Strategy report
Symbol: /MNQ:XCME
Work Time: 9/21/22, 5:15 AM - 6/7/23, 7:15 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,942.75;9/21/22, 5:15 AM;;$55.00;4.0;
2;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,798.25;9/21/22, 11:15 AM;($578.00);($578.00);0.0;
3;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,798.25;9/21/22, 11:15 AM;;($778.00);-4.0;
4;HODL_Strategy(GoLong);Buy to Close;2;4.0;$12,079.75;9/21/22, 11:45 AM;($1,126.00);($1,704.00);0.0;
5;HODL_Strategy(GoLong);Buy to Open;2;4.0;$12,079.75;9/21/22, 11:45 AM;;($1,724.00);4.0;
6;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$12,010.75;9/21/22, 12:15 PM;($276.00);($1,980.00);0.0;
7;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$12,010.75;9/21/22, 12:15 PM;;($1,346.00);-4.0;
8;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,662.75;9/22/22, 12:45 AM;$1,392.00;($588.00);0.0;
9;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,662.75;9/22/22, 12:45 AM;;($388.00);4.0;
10;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,663.50;9/22/22, 4:15 AM;$3.00;($585.00);0.0;
11;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,663.50;9/22/22, 4:15 AM;;($504.00);-4.0;
12;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,341.75;9/26/22, 12:15 AM;$1,287.00;$702.00;0.0;
13;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,341.75;9/26/22, 12:15 AM;;$910.00;4.0;
14;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,378.25;9/26/22, 8:30 AM;$146.00;$848.00;0.0;
15;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,378.25;9/26/22, 8:30 AM;;$898.00;-4.0;
16;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,508.00;9/27/22, 4:45 AM;($519.00);$329.00;0.0;
17;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,508.00;9/27/22, 4:45 AM;;$284.00;4.0;
18;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,450.75;9/27/22, 8:15 AM;($229.00);$100.00;0.0;
19;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,450.75;9/27/22, 8:15 AM;;$384.00;-4.0;
20;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,243.75;9/28/22, 3:15 AM;$828.00;$928.00;0.0;
21;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,243.75;9/28/22, 3:15 AM;;$1,045.00;4.0;
22;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,415.75;9/29/22, 12:15 AM;$688.00;$1,616.00;0.0;
23;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,415.75;9/29/22, 12:15 AM;;$1,686.00;-4.0;
24;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,311.00;9/30/22, 12:15 AM;$419.00;$2,035.00;0.0;
25;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,311.00;9/30/22, 12:15 AM;;$2,109.00;4.0;
26;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,212.25;9/30/22, 10:15 AM;($395.00);$1,640.00;0.0;
27;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,212.25;9/30/22, 10:15 AM;;$1,579.00;-4.0;
28;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,147.00;10/3/22, 7:15 AM;$261.00;$1,901.00;0.0;
29;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,147.00;10/3/22, 7:15 AM;;$2,134.00;4.0;
30;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,558.75;10/4/22, 10:15 AM;$1,647.00;$3,548.00;0.0;
31;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,558.75;10/4/22, 10:15 AM;;$3,511.00;-4.0;
32;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,508.00;10/5/22, 9:15 AM;$203.00;$3,751.00;0.0;
33;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,508.00;10/5/22, 9:15 AM;;$3,769.00;4.0;
34;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,607.75;10/6/22, 1:15 AM;$399.00;$4,150.00;0.0;
35;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,607.75;10/6/22, 1:15 AM;;$4,217.00;-4.0;
36;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,639.00;10/6/22, 5:45 AM;($125.00);$4,025.00;0.0;
37;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,639.00;10/6/22, 5:45 AM;;$3,955.00;4.0;
38;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,547.00;10/6/22, 7:15 AM;($368.00);$3,657.00;0.0;
39;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,547.00;10/6/22, 7:15 AM;;$3,729.00;-4.0;
40;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,529.00;10/6/22, 7:30 AM;$72.00;$3,729.00;0.0;
41;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,529.00;10/6/22, 7:30 AM;;$3,920.00;4.0;
42;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,542.00;10/6/22, 1:15 PM;$52.00;$3,781.00;0.0;
43;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,542.00;10/6/22, 1:15 PM;;$3,883.00;-4.0;
44;HODL_Strategy(GoLong);Buy to Close;2;4.0;$10,888.25;10/11/22, 8:15 AM;$2,615.00;$6,396.00;0.0;
45;HODL_Strategy(GoLong);Buy to Open;2;4.0;$10,888.25;10/11/22, 8:15 AM;;$6,480.00;4.0;
46;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$10,819.00;10/11/22, 12:00 PM;($277.00);$6,119.00;0.0;
47;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$10,819.00;10/11/22, 12:00 PM;;$6,226.00;-4.0;
48;HODL_Strategy(GoLong);Buy to Close;2;4.0;$10,913.50;10/11/22, 10:45 PM;($378.00);$5,741.00;0.0;
49;HODL_Strategy(GoLong);Buy to Open;2;4.0;$10,913.50;10/11/22, 10:45 PM;;$5,813.00;4.0;
50;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$10,838.75;10/12/22, 7:15 AM;($299.00);$5,442.00;0.0;
51;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$10,838.75;10/12/22, 7:15 AM;;$5,336.00;-4.0;
52;HODL_Strategy(GoLong);Buy to Close;2;4.0;$10,879.00;10/13/22, 4:15 AM;($161.00);$5,281.00;0.0;
53;HODL_Strategy(GoLong);Buy to Open;2;4.0;$10,879.00;10/13/22, 4:15 AM;;$5,283.00;4.0;
54;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$10,923.25;10/13/22, 5:15 AM;$177.00;$5,458.00;0.0;
55;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$10,923.25;10/13/22, 5:15 AM;;$5,617.00;-4.0;
56;HODL_Strategy(GoLong);Buy to Close;2;4.0;$10,799.00;10/13/22, 8:15 AM;$497.00;$5,955.00;0.0;
57;HODL_Strategy(GoLong);Buy to Open;2;4.0;$10,799.00;10/13/22, 8:15 AM;;$6,447.00;4.0;
58;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,084.50;10/14/22, 1:15 AM;$1,142.00;$7,097.00;0.0;
59;HODL_Strategy(GoShort);Sell to Open;-2;-4.0;$11,084.50;10/14/22, 1:15 AM;;$7,265.00;-4.0;
60;HODL_Strategy(GoLong);Buy to Close;2;4.0;$11,101.00;10/14/22, 3:30 AM;($66.00);$7,031.00;0.0;
61;HODL_Strategy(GoLong);Buy to Open;2;4.0;$11,101.00;10/14/22, 3:30 AM;;$6,993.00;4.0;
62;HODL_Strategy(GoShort);Sell to Close;-2;-4.0;$11,052.00;10/14/22, 7:00 AM;($196.00);$6,835.00;0.0;
